Employee ID,Name,Domain,Department,Age,Gender,Marital Status,Location,Join Date,Salary,Exp,Performance Rating,Email,Phone Number,Bonus,Attendance_Percentage,Project Count,Remote Work,Manager Name,Education Level,Last Review Date,Employee Status
EMP6861,Akash Zaidi&,DATASCIENCE#$,Support,36' yr,M,D,Mumbai,11-May-2024,40000,6+,1.3,akashzaidi2@yahoo.in,+91-8663828384,20000,81 %,11 projects,N,,Masters,"Sep 10, 2024",Resigned
EMP9406,Abigail Kaur,NLP^^#,Finance,,male ,divorced,Mumbai,"Aug 12, 2017 ",60000,<3,,abigailkaur80@gmail.com,03978980024,20#000,80.6pct,3+,no,,Diploma,30.09.2025,Terminated
EMP7575,Anaya Walker,machinelearning##,Engineering,,FEMALE,single,Mumbai,22-Feb-2017,60%000,4,4.0,anayawalker60_at_company.com,01190779464,2000,61.6pct,,No,Noah Hegde,Diploma,2025/08/12,Resigned
EMP9522,Akash Farooqui,MachineLearning,FINANCE##,31yr,m,Single,Hyderbad,"Oct 26, 2019",6#0000,5 yrs,1.8,akashfarooqui72@outlook.com,,,94 %,11,yes,Pari Walia,Bachelors,10-Oct-2023,Terminated
EMP8429,Vidya Wilson#,analytics,Engineering,52,MALE,D,Pune,24-Aug-2024,7$5000,3+ year,2.3/5,vidyawilson37_at_gmail.com,+91-7702668156,7#500,82.4pct,10,no,Akash Saxena,Bachelors,15-Nov-2025,Resigned
EMP10150,Tara Verma,Testing,Sales,34-yr,FEMALE,,Ahmedabad,23.09.2021,2000^0,5 yrs,4.8^,taraverma37@outlook.com,02202 62147,0,,1,N,Avni Narayan,M.Tech/MBA,14.10.2024,Resigned
EMP5334,Rhea Acharya&,Testing,,,f,Divorced,Chennai,29/06/2015,100000,14> yrs,2.5/5,rheaacharya37@yahoo.in,05117446891,,61 %,10 projects,Yes,Elijah Patel,PhD,10/06/2023,Terminated
EMP9304, Trish!a Garg  ,NLP,engineering,28 yr,F,married,Pune,2021-12-23,500^00,<3,1.4^,trishagarg29@outlook.com,,2$000,63.1pct,,yes,Krishna Hooda,,2025/11/24,RESIGNED
EMP6557,Priya &Solanki,Datascience^^#,Operations,,F,single,Ahmedabad,08.10.2018,1#5000,10> yrs,4.5^,priyasolanki65@yahoo.in,250-313-8499,,,8 projects,No,,Bachelors,"Jul 20, 2024",
EMP3658,Anaya Farooqui,datascience,Sales,,m,Divorced,Pune,2015/07/21,500$00,8+,56%,anayafarooqui46@yahoo.in,(+91) 2218212218,,84 %, 3,no,Linda Hooda,Masters,30/04/2023,Terminated
EMP8897,Ravi Williams,Statistics,Marketing Dept.,33,female ,Married,Ahmedabad,2017/09/26,12^000,2,1.0 stars,raviwilliams78@outlook.com,675-993-9925,,87.1%,0,YES ,Mike Anand*,M.Tech/MBA,19/11/2025,Terminated
EMP1738,Aryan Singh,CLOUDENGINEERING^^#,ENGINEERING,62,MALE,Married,,"Oct 07, 2019",80#00,15+ year,,,797-673-1015,1000,82.7pct,4+,Yes,,PhD,2025-05-24,Active
EMP4030, Hannah %Johnson  ,MachineLearning,Marketing,53,male ,MARRIED,Bangalore,2016/01/11,50000,5 yrs,2.0/5,hannahjohnson72@gmail.com,784-626-2709,,87.0pct,2 projects,No,grace madan,Ph.D.,"Dec 21, 2023",TERMINATED
EMP10236,Daniel Rastogi,MachineLearning,,33-yr,MALE,M,,04.06.2020,50000,14+ year,1.9/5, danielrastogi33@yahoo.in,8892333183,0,73.5%,2,N,Carlos Fernandes,Diploma,2024/07/16,
EMP8484,Mihir Williams,MachineLearning#$,Marketing,40yr,m,M,Kolkata,29.03.2016,80$00,10 yrs,2.0,mihirwilliams93@outlook.com,80758 60007,20000,64.0pct, 3,YES ,Aarav Easwaran,Masters,15/08/2025,Terminated
EMP5324,Sneha Bose,DATAANALYST,Marketing,,male ,Divorced,Hyderbad,2020-02-15,50$000,<2,1.8 stars,snehabose88@outlook.com,+91-9837248546,5%000,, 4,No,Nina Rastogi,Bachelors,2024-03-06,Active
EMP7526,Mike Ojha,Testing!!,Finance,23' yr,FEMALE,divorced,Hyderabad,2022/08/31 ,40#000,,4.3^,mikeojha52@company.com,+91-5252621398,,95.2pct,9 projects,No,Nikhil Jha,PhD,2025/06/15,Active
EMP9279,Linda Israni,statistics#$,HR,54' yr,MALE,SINGLE,,2023-01-27,15000,15> yrs,,lindaisrani26_at_outlook.com,510-568-1702,20%00,,2+,,Ranbir Bhalla,B.Tech/B.E,13.05.2025,
EMP3864,Dhruv Mehta,webdevelopment,marketing,56yr,male ,Divorced,Pune,21-Oct-2016,60$000,,78%, dhruvmehta26@yahoo.in,7153219936,20000,68.3pct,0+,YES ,Nikhil Sengupta+,Diploma,24-Jul-2025,Resigned
EMP1809,Kim Mehta,Testing^^,SUPPORT,44-yr,MALE,Married,,2019/03/03,10000,10+ year,4.3,kimmehta57@company.com,145-076-5904,10000,64.0,10,no,Meera Hegde,Masters,"Apr 23, 2023 ",TERMINATED
EMP10568,Scarlett& Rastogi,MachineLearning,marketing##,35' yr,female ,Married,Bangalore,2016-06-28,6^000,<9,94%,scarlettrastogi3@outlook.com,,2000,80.3%,6 projects,YES ,vivaan qureshi,Diploma,2025/02/26,Terminated
EMP8506,Benjamin Narayan^,NLP**,Operations,38yr,Male,D,Hyderabad,"May 14, 2022",9000%0,1+ year,1.3/5,benjaminnarayan84@company.com,+91-7227998242,100#00,83.9,1,NO,harsh tandon,PhD,"Feb 22, 2024",Terminated
EMP3388, Rehan Y!usufzai  ,Analytics,Engineering##,55 yr,Female,MARRIED,Bangalore,2017/06/22,40000,12 yrs,3.8,rehanyusufzai20@gmail.com,70010 98350,50%00,61.5pct,0+,yes,dev madan,Bachelors,19.06.2023,Active
EMP3278,Imran Iqbal,Testing,Operations_dept,,Male,M,Kolkata,"Apr 16, 2019",35^000,6+,1.8/5,imraniqbal3@outlook.com,8613202069,#2500,62.7pct,0+,,Riya Yusufzai,Bachelors,2023-06-29,RESIGNED
EMP5169,Hannah Ghosh,Datascience!!,HR,62 yr,M,Married,,12.07.2021,15000,,,hannahghosh21@gmail.com,(+91) 3304497514,20#000,86 %,8+,Y,,Bachelors,"Sep 10, 2024",RESIGNED
EMP3034,Riya ^Bhatt,Datascience^^,Operations Dept.,40-yr,FEMALE,Married,Ahmedabad,2023/05/21,9^0000,3> yrs,,riyabhatt98@gmail.com,05319891111,150#00,99.3pct, 8,YES ,Alexander Saxena,B.Tech/B.E,29.06.2024,Resigned
EMP5231,Henry Qureshi,cloudengineering##,Operations Dept.,50,m,Single,Pune,24/03/2020,75000,1+,1.9/5,henryqureshi59@outlook.com,042-428-9826,$0,78.6,7 projects,Yes,Lucas Hooda,m.tech/mba,18/07/2024,ACTIVE
EMP4268,Anvi Joshi,WebDevelopment#$,Engineering,58yr,M,DIVORCED,,22/08/2022,80^00,,2.8 stars,anvijoshi24@gmail.com,+91-6374375881,20000,62.3%,8+,,Sam Ojha,Diploma,2023-05-30,Terminated
EMP8376,Ira Pandey*,Datascience,Finance,36-yr,Female,Single,Banglore,2014-09-01,8000,<5,46%,irapandey50@outlook.com,+91-7801113435,1500%0,,8 projects,YES ,sebastian garg,B.Tech/B.E,04.04.2025,Resigned
EMP8993,Manya Agarwal,testing!!,Operations,24' yr,Male,Married,Kolkata,27/12/2018 ,10000,12 yrs,52%,manyaagarwal70@company.com,6349289940,25%00,97.1pct,2,No,Akash Acharya,PhD,"Feb 28, 2024",
EMP9155,Daniel Jindal%,Analytics,hr,55,MALE,,Ahmedabad,2019/08/27,1200^0,4> yrs,3.4, danieljindal34@gmail.com,990-195-1346,,67 %,7,Yes,Dev Qureshi,B.Tech/B.E,02-Oct-2025,Active
EMP10458,Oliver Kaur*,CloudEngineering^^#,Sales,62 yr,m,Divorced,Hyderabad,2016-12-31,50000,2 yrs,54%,oliverkaur98@yahoo.in,+91-7382762175,2500,93.7pct,8,YES ,Mike Iyer,ph.d.,"Nov 11, 2024",Active
EMP3919,Dhruv Acharya,WebDevelopment^^#,,49 years,M,Divorced,Ahmedabad,08/04/2018,5#0000,8> yrs,,dhruvacharya12@company.com,01745542086,,97.7%,3,Yes,fatima dixit,Bachelors,2024/01/19,Terminated
EMP7984, John Bhatt  ,MachineLearning^^,MARKETING,37yr,MALE,Divorced,Hyderbad,2017-11-16,6000,,2.1,johnbhatt68@yahoo.in,747-569-8500,%0,93 %, 7,,Veer Pandey,,2025/09/11,Resigned
EMP1305,Anita Nambiar,Analytics#$,,60' yr,,SINGLE,Bangalore,13-Apr-2019,1^8000,12+ year,1.8^,anitanambiar61_at_company.com,241-370-6622,,71.6%,3 projects,,Akash Acharya,PhD,2025/09/18,TERMINATED
EMP6491,Dhruv Bhalla,DevOps**,SUPPORT,62 years,,SINGLE,Mumbai,2017-02-13,8^000,2+,, dhruvbhalla26@company.com,86598 69868,10000,72.3,11,NO,,,2025-09-05,Resigned
EMP10542,Leo Dixit*,statistics,HR,50' yr,M,Single,Chennai,2014-06-07,30000,<10,4.7 stars,leodixit43@outlook.com,03900141737,^20000,69.4pct, 2,yes,Lucas Hooda,Ph.D.,2023/02/28,Active
EMP3093,Mike Rao,DevOps,Sales,22 yr,m,,Hyderabad,2023-12-04,200$00,11> yrs,4.5,mikerao33_at_yahoo.in,741-765-5536,500^0,60.4, 10,NO,rhea vaidya,Bachelors,08.11.2024,Terminated
EMP6235,Komal Ghosh,nlp,Marketing,38,female ,S,Kolkata,28/06/2023,100$000,<4,3.5/5,komalghosh28@outlook.com,7505940118,,,6 projects,,Imran Mehta,bachelors,"Oct 01, 2023",resigned
EMP6518,Teddy +Bansal,devops,hr,,Male,Single,Pune,2017-06-12,50%000,,1.1^,teddybansal11@yahoo.in,(+91) 8899966792,1000,77 %, 8,N,olivia wilson,Bachelors,"Sep 14, 2025",Resigned
EMP6253,Aarav Davis,WebDevelopment##,marketing,38 years,M,married,Ahmedabad,27.03.2022,6000,7> yrs,2.6/5,aaravdavis58@gmail.com,(+91) 2884072772,,88.5%,3 projects,Yes,Manya Kapoor,Bachelors,21.06.2025,Active
EMP1747, Rehan+ Zaidi  ,Dataanalyst**,Operations,57 yr,female ,Divorced,Pune,"May 05, 2024",18000,<13,3.6^,rehanzaidi33@outlook.com,06833 08582,,76.0pct,9+,No,,Diploma,24-Nov-2025,
EMP4108,Fatima Bedi,Datascience,,65-yr,male ,Divorced,Chennai,24/12/2016,150%00,1> yrs,4.7/5,,(+91) 0854736212,15000,, 7,NO,pooja sharma,M.Tech/MBA,2025-02-01,Terminated
EMP3510,Aadhya Naidu,Testing##,marketing,22-yr,,Married,Hyderabad,16-Feb-2021,120^00,10+,,aadhyanaidu72@outlook.com,+91-4891984759,200%00,67 %, 5,Yes,Jane Agarwal*,Bachelors,11-Dec-2025,Terminated
EMP5939,Sebastia&n Rastogi,CLOUDENGINEERING**,Operations,28 yr,male ,Married,,25-Feb-2024,15000,<2,3.4 stars,sebastianrastogi82@gmail.com,610-744-3231,5000,76 %,1+,Yes,Ranbir Bhalla,Masters,13-Nov-2025,resigned
EMP10045,Ira Sharma,Analytics,Marketing,,m,Single,Pune,2022-03-06,30#000,6 yrs,4.5 stars,irasharma35@company.com,07160001739,,91.2,,Y,jane garg,,"Jul 19, 2024",Terminated
EMP8016,Asha Sengupta,WebDevelopment^^,finance,60' yr,female ,single,Delhi,30-Dec-2019,20000,1 yrs,64%,ashasengupta48@company.com,2069941086,15000,,9+,,,Diploma,16/10/2025,Terminated
EMP7651,Mihir Chhabra,datascience,Engineering,35 years,Male,D,Pune,18.04.2015,2^0000,14 yrs,2.8 stars,mihirchhabra34@gmail.com,83288 03903,2000,66 %, 0,N,veer shah,Diploma,2023/07/26,Active
EMP4014,Kim N#ambiar,analytics##,Engineering,24-yr,F,Married,Ahmedabad,01/02/2015,40%000,12 yrs,2.0^,kimnambiar28@company.com,+91-8040756361,5$000,69.0pct,3 projects,YES ,aniket naidu^,PhD,16.02.2024,Terminated
EMP5517,Anvi Zaidi,DevOps^^,Support,55' yr,Female,Divorced,Delhi,2016/12/09,40000,11,54%,anvizaidi69@yahoo.in,507-426-4509,7500,72 %, 3,no,Lily Tandon,Bachelors,"Dec 24, 2023",Terminated
EMP4884,Mike Johnson,Statistics#$,Operations,49-yr,F,Married,Kolkata,23/10/2016,90^000,14 yrs,66%,,+91-7849702180,,93 %,10 projects,yes,Mason Prasad,PhD,2024/04/07,Resigned
EMP1386,Hannah Taneja,Statistics#$,Finance,,f,Married,Ahmedabad,2014-08-02,10000,13+ year,2.0,hannahtaneja67@gmail.com,05450813894,5%000,97 %, 2,YES ,simran yusufzai,Diploma,04.10.2024,Terminated
EMP6329,Yusuf Pandey,MachineLearning,,59 years,Female,divorced,Ahmedabad,02-Jan-2017,10000,13+ year,4.6 stars,yusufpandey21@company.com,(+91) 2414105196,1000^0,,2 projects,,Sam Bhalla,,2023-11-05,
EMP8830,Fatima Dixit,WebDevelopment!!,Marketing_dept,22' yr,m,SINGLE,Mumbai,16/07/2019,80#00,7> yrs,96%,fatimadixit95@gmail.com,,1500$0,69.6,11+,no,Isha Agarwal%,Diploma,2025/12/28,Resigned
EMP6990,Manya Yusufzai,statistics,Engineering,45 yr,FEMALE,Divorced,Chennai,30/05/2022,,1+,,manyayusufzai77_at_outlook.com,05953116461,200%00,67 %,,yes,Dev Malhotra,,03-Jan-2024,ACTIVE
EMP8345,Harsh Sharma#,devops!!,Sales,48,male ,single,Hyderabad,25.01.2020,2%0000,2,2.3,harshsharma9@company.com,,,67.6%,,no,lily sharma,b.tech/b.e,20/08/2025,
EMP7076,Asha Qureshi,MachineLearning^^#,MARKETING,40,FEMALE,married,Hyderabad,06.07.2023,75000,<2,,ashaqureshi89@company.com,87808 27665,0,88.2%, 8,yes,Isha Chhabra*,bachelors,2025/11/16,Active
EMP5975,Harsh Ghosh,MachineLearning,Finance,,m,Divorced,,11.12.2024 ,8000,11+,4.3 stars,harshghosh87@yahoo.in,(+91) 6033382339,100^00,97.8,4,YES ,,Diploma,16/02/2025,Active
EMP9556,Pallavi* Wilson,DevOps#$,Sales,24' yr,Female,Married,Chennai,2016/07/09,750%00,15,3.2/5,pallaviwilson83@outlook.com,08436150095,15000,97.4, 9,no,Shreya Shah,diploma,2024-05-02,Resigned
EMP8137,Riya Smith,CloudEngineering,HR,45 years,FEMALE,Divorced,Pune,10-Aug-2020,,<13,50%,riyasmith34@yahoo.in,+91-5927598523,$1000,65 %, 9,YES ,,diploma,"Nov 15, 2025",Active
EMP10702,Alexande^r Wilson,MachineLearning#$,Engineering,50yr,female ,Single,Delhi,13.06.2023,18000,<15,2.0^,alexanderwilson34@outlook.com,+91-3906827605,250^0,80.5%,0+,yes,Daniel Gupta,,2023-09-14,TERMINATED
EMP2620,Fatima Iqbal,Datascience,HR,45 years,male ,Married,Ahmedabad,2017/03/01,50000,7,1.9 stars,,8052690726,$7500,62.0pct,8 projects,N,John Hooda,Diploma,24-Aug-2023,Resigned
EMP1224,Myra Kohli,DevOps^^,hr,37' yr,f,Married,Delhi,2016/09/14,12^000,,1.8 stars,myrakohli18@gmail.com,,0,95.3pct, 7,Y,ishaan hegde,PhD,2025-02-06,Terminated
EMP1072,Omar Iqbal,Datascience,support,34-yr,Female,Married,Ahmedabad,30/06/2019,50$00,<7,4.5 stars,omariqbal75@company.com,02382142639,2500,78 %,,N,,Ph.D.,13/03/2023,Terminated
EMP8922,Disha Bedi$,dataanalyst^^,Sales,48-yr,female ,Divorced,Pune,16.12.2023,5%0000,7+ year,3.2,dishabedi37@gmail.con,(+91) 2513172962,7500,,2,No,Priya Menon,M.Tech/MBA,18-Sep-2024,Terminated
EMP2203,Rohan Thakur,DevOps##,Engineering,,male ,divorced,Chennai,2022-03-28,40000,6,,,08917197586,15000,91.6pct,12 projects,YES ,,Diploma,25-May-2025,Resigned
EMP8260,Michael Zaidi,MachineLearning,Marketing_dept,63 years,male ,Single,Pune,2021-08-26 ,10000#0,3,74%,michaelzaidi51@outlook.com,+91-9433840447,20000,66.0%,10 projects,NO,Oliver Reddy,diploma,2025/07/31,Active
EMP3931,Vivaan Walker,MachineLearning!!,Support,,Male,SINGLE,Chennai,09.12.2018,,,28%,vivaanwalker27@company.com,907-167-2910,2500,,,NO,,phd,"Sep 17, 2023",RESIGNED
EMP8266,Ethan Davis+,WebDevelopment,MARKETING,50,,,,29.03.2019,75000,14,1.9 stars,ethandavis55@outlook.com,3707096258,200#0,90.3%,6 projects,,Dev Madan,Diploma,2024-04-05,Active
EMP5606,Carlos Sinha,NLP,Finance,48' yr,Female,Divorced,Bangalore,"Oct 30, 2020",250%00,4> yrs,2.7^,carlossinha70@company.com,(+91) 2771499925,#10000,88.5,,NO,Mike Iyer,masters,2023-07-06,
EMP3997,Mia Anand,Statistics,Support,44' yr,female ,Divorced,Mumbai,2020-01-21,10000,12,70%,miaanand14@outlook.com,,%2500,73.6%, 11,N,Priya Menon,PhD,2025/09/25 ,Active
EMP8459,Liam Iqbal,Statistics##,HR,,female ,d,Pune,12-Feb-2015,75^000,,4.7 stars,liamiqbal54@outlook.com,8571588430,10000,,9,,Hannah Verma,B.Tech/B.E,2023/02/25,Terminated
EMP8390,Anvi Clark,testing,finance,31 yr,Male,DIVORCED,,22.12.2019 ,35^000,12+,3.9^,,9691423605,^10000,87.8,1,,fatima malhotra,,2025-05-20,ACTIVE
EMP2966,Avni !Davis,Datascience,Operations,63 years,m,Divorced,Delhi,13.12.2024,18000,6,3.3,avnidavis9@outlook.com,,0,, 0,yes,Anaya Johnson,PhD,2025-07-09,terminated
EMP8392,Karan& Verma,Statistics,HR,58 years,FEMALE,Single,,01/03/2019,200%00,9,4.6^,,51174 00215,10^00,83 %,9 projects,no,Ethan Vaidya,Masters,2025/07/31,Terminated
EMP10208,Aarav Easwaran,MachineLearning,Support_dept,27 years,,Married,Hyderabad,15.08.2014,10000,5+,3.1^,aaraveaswaran21@outlook.com,511-869-1642,1000,81.2,2+,no,Simran Miller,PhD,2025-03-21,Terminated
EMP5680,Kiara Wadhwa*,WebDevelopment,Support,39-yr,male ,Divorced,Chennai,2018-10-28,10000,5+ year,3.9 stars,kiarawadhwa66@gmail.com,90179 59221,,98.2, 3,No,Kim Xavier,Bachelors,18-Nov-2025,Terminated
EMP7364,Pallavi Anand,Datascience,Sales,39,m,,Pune,2018/06/09,1%8000,8,2.9,pallavianand61@company.com,(+91) 5257355496,,64 %,0+,Yes,Akash Saxena,PhD,"Mar 06, 2023",Active
EMP1963,Kabir+ Mehta,dataanalyst^^#,Support,64' yr,f,S,Bangalore,29/01/2017,40000,5> yrs,22%,kabirmehta12_at_outlook.com,,20000,81.2pct, 10,N,Mike Pillai,Bachelors,2024-03-24,Active
EMP3224,Ella Wadhwa,Statistics,SUPPORT,40-yr,female ,Single,,"Feb 26, 2023",10^000,2+,2.8 stars,ellawadhwa67@company.com,(+91) 0670727539,2500,96 %, 8,N,Riya Rao,phd,03.10.2024,Resigned
EMP8347,Arjun Naidu,testing,engineering,27 years,m,,Kolkata,04/08/2017,300$00,,1.8^,arjunnaidu61@yahoo.in,92091 11643,,,8+,No,Navya Israni,B.Tech/B.E,08/09/2025,Terminated
EMP7301,Ishan Nambiar,Statistics,marketing,51 years,male ,Single,Bangalore,12/09/2018,12000,2 yrs,3.7^,,05261628817,0,66 %,12+,Yes,vikram miller,Diploma,2024-11-19,RESIGNED
EMP8532,Asha Yadav,Datascience##,Support,26 yr,M,divorced,Mumbai,2024-01-28,25000,9 yrs,2.7/5,ashayadav28@company.com,58861 90987,10%000,94 %,2+,N,Elijah Brown,Diploma,2024/05/29,Resigned
EMP6189,Vikram Zaidi,Analytics#$,FINANCE,42-yr,f,,Pune,"Feb 02, 2019",750$00,,1.8^,,(+91) 7577908924,,71.5pct,11 projects,Y,Sophia Mehta,,"Nov 01, 2023",Terminated
EMP2406,Chloe Narayan%,NLP##,Finance,47-yr,F,,Chennai,10.02.2021,12000,6+ year,,chloenarayan67@company.com,5140361970,,63 %, 10,No,Trisha Iqbal,Bachelors,2023/08/22,Terminated
EMP3186,Tanvi Thakur,WebDevelopment^^,Marketing,32 years,FEMALE,Single,Ahmedabad,2020/10/08,35$000,4 yrs,,tanvithakur7@yahoo.in,+91-7449849745,1^0000,65.9pct,,Y,Harper Lamba,M.Tech/MBA,06/12/2023,ACTIVE
EMP3392,Krishna Kulkarni,NLP,Sales,44 yr,Male,Divorced,Delhi,01.07.2017,10000,4+ year,2.9 stars,krishnakulkarni80@company.com,+91-2595089812,0,85.3,9+,No,Kim Xavier,Diploma,19/03/2024,resigned
EMP9475,Akash K*ulkarni,Dataanalyst,Support,36 years,Male,Divorced,Chennai,10.10.2015,4000#0,2,, akashkulkarni13@company.com,(+91) 9728243292,,71.6pct,0,YES ,harsh tandon^,Masters,"Sep 27, 2025",Terminated
EMP2176,Chloe+ Raina,MachineLearning,Operations_dept,,,Divorced,Hyderabad,14-Feb-2014,250^00,,3.1 stars,,744-573-5256,10000,74 %,12 projects,Y,Liam Clark$,Diploma,"May 31, 2025",Active
EMP10803,Linda Vaidya,Testing,HR,32 yr,male ,Single,Chennai,"Mar 08, 2023",10#000,12,, lindavaidya38@outlook.com,977-102-1593,,72.8,10+,yes,Myra Wilson,,"Sep 03, 2024",Resigned
EMP2537,Aryan Chakraborty,MachineLearning,Finance,47' yr,m,Single,Ahmedabad,2020/07/02,50^000,15,4.3 stars,aryanchakraborty72@gmail.con,352-031-8922,20000,94.3, 3,N,Olivia Bhatia,Diploma,"Aug 03, 2024",
EMP7530,Raj Zachariah,Dataanalyst**,Marketing,64yr,Female,Divorced,Delhi,12/10/2022,8%000,3> yrs,2.5^,rajzachariah1@yahoo.in,04996865167,5000,,8+,yes,harsh vaidya,,30.11.2023,
EMP9187,Teddy Shah,Datascience,finance,28,MALE,Divorced,Ahmedabad,"Oct 26, 2021",6000,15> yrs,3.9^,teddyshah86@company.com,(+91) 7901096046,250$0,85.8%,12,N,Arjun Joshi,Ph.D.,2023-04-27,Resigned
EMP10183,Ravi %Chopra,DevOps**,Operations,38' yr,Male,M,,28/10/2017,15000,5+,,ravichopra11@company.com,(+91) 7873361652,,, 10,yes,Ishaan Khan,Masters,2023-06-09,Resigned
EMP7256,Ella Iqbal,NLP,support,29,male ,,Kolkata,"Dec 13, 2021",15000,<15,96%,ellaiqbal94@gmail.com,6591452283,2500,70.9,1,NO,George Davis,Bachelors,"Jul 31, 2025",Active
EMP10761,Elijah Raina,DevOps!!,Support,25,FEMALE,Divorced,Chennai,2022/02/06,15$000,<7,1.1/5,elijahraina46@outlook.com,+91-9416679313,10000,76.2pct,2+,Y,Rhea Vaidya,Bachelors,2025/11/16,Active
EMP8169,Omar Verma,Statistics,HR,30yr,MALE,Married,Ahmedabad,2024/07/02,9$0000,1+,50%,omarverma66@yahoo.in,04682990861,%10000,94.9,7,,Liam Smith,B.Tech/B.E,11-Mar-2025,Resigned
EMP6616,Rohan Rastogi,MachineLearning!!,Operations,,FEMALE,,Bangalore,19-Mar-2016,8000,13+,84%,,(+91) 3165509788,1000,,4 projects,yes,Jane Garg,B.Tech/B.E,2025-12-13,Active
EMP3383,Sophia Vaidya,Statistics,,28 yr,female ,Married,Delhi,"Jul 01, 2022",10000,13> yrs,20%,sophiavaidya88@gmail.com,8997358342,2000#0,63.5pct,9 projects,,imran farooqui,phd,07/06/2025,Active
EMP4691,Isha Mu^kherjee,dataanalyst##,ENGINEERING,54,Male,M,,2014-06-14,50%00,3+ year,4.3,ishamukherjee47@outlook.con,(+91) 5313015441,10000,93 %,10 projects,NO,Mihir Dixit#,Bachelors,08-Dec-2023,RESIGNED
EMP8844,Anita D%eshpande,MachineLearning#$,Marketing,40yr,Male,Married,Delhi,20-Jan-2021,25000,8> yrs,,anitadeshpande85@outlook.com,,7#500,97 %,3,Yes,Dhruv Kohli,Diploma,2024-09-02,Resigned
EMP2792,Disha Thakur,MachineLearning,Engineering,49 yr,FEMALE,Divorced,Delhi,2020/11/08,25$000,,4.1 stars,dishathakur32@yahoo.in,06039294908,5000,92.6,5,N,Navya Israni^,Ph.D.,2024/11/15,resigned
EMP5619, Dev Vaidya  ,Testing##,Support,50 years,male ,married,Bangalore,16-Jul-2021,90#000,,4.1^, devvaidya38@outlook.com,43638 59382,,73.0%, 9,N,,,"Mar 06, 2023",Resigned
EMP8231,Aman %Davis,MachineLearning,finance Dept.,36-yr,Male,Divorced,Kolkata,2019-07-14,100000,,,amandavis58@yahoo.in,07371612011,1000,65.8pct,11 projects,,Teddy Wilson,Diploma,"May 16, 2023",active
EMP2843,Aryaman Goel,DevOps^^,Engineering,63,m,,Pune,27.01.2015,3^0000,,4.0/5,aryamangoel94@company.com,(+91) 5036704522,2000,90 %,6 projects,yes,Maya Chauhan,PhD,2025-07-10,Active
EMP8865,Hannah Bedi,NLP,Engineering,,f,Married,Bangalore,02/11/2020,18000,11+,2.3 stars,hannahbedi15@gmail.com,+91-3507476159,5000,79 %, 12,Yes,,Masters,03/02/2025,Active
EMP6962,Priya Dixit,Datascience^^#,Sales,37,FEMALE,divorced,Delhi,"Mar 29, 2024",150$00,7> yrs,2.7^,priyadixit62@company.com,4817693156,20000,, 3,N,Vikram Miller,phd,2024/01/28,ACTIVE
EMP2913,James Malhotra*,Datascience**,Sales,26-yr,f,Divorced,Kolkata,2024/11/22,50000,7> yrs,,jamesmalhotra53_at_company.com,,,81.2pct,,,Kavya Zachariah,,"Sep 23, 2024",Terminated
EMP5792,Kavya Iyer,WebDevelopment,Sales,56 yr,male ,Single,Ahmedabad,2017/04/04,5000,<5,4.2^,kavyaiyer95@gmail.con,(+91) 4934568941,2$000,99.9%,,No,mihir dixit,B.Tech/B.E,19/10/2023,Resigned
EMP4482,Sahil Davis,WebDevelopment,MARKETING,41 yr,f,Divorced,Hyderabad,28.09.2018,18000,,1.0^,,238-378-4308,15%000,86.0,4 projects,no,Kiara Bedi,Masters,02/04/2025,Active
EMP2321,Tanvi Smith,dataanalyst,,44 years,f,Married,Chennai,"Oct 02, 2024",30000,1 yrs,46%,,(+91) 5469941617,5000,89.8pct,8,NO,Veer Pandey,Bachelors,2024/08/08,
EMP10376,Kim Joshi+,datascience,operations,26-yr,m,Single,Pune,2017-10-19,15000,11,28%,kimjoshi31@gmail.com,4626391629,,86.5,6 projects,yes,Anita Eswaran,Diploma,2025-05-27,Resigned
EMP6856,Jane $Hegde,Analytics,Operations,23-yr,f,divorced,Hyderabad,15-May-2021,35000,7> yrs,4.7^,janehegde28@yahoo.in,,,83 %, 6,,akash saxena,Bachelors,2023-09-19,Active
EMP8801,Isha Iyer,Statistics,HR_dept,30 yr,female ,,Chennai,15.08.2017,500%00,6,,ishaiyer27@outlook.com,(+91) 7935343440,200$00,64.2, 0,Yes,Manya Kapoor,Diploma,2024-10-10,terminated
EMP2447,Vikram $Farooqui,Dataanalyst^^#,Operations,51yr,MALE,Married,Hyderabad,"Jul 29, 2023",50000,3+ year,48%,vikramfarooqui81@company.com,+91-8849884213,20000,85.4pct, 11,No,Pari Walia,Diploma,2024/08/04,Active
EMP6175,Rehan Das,testing,Marketing_dept,60,MALE,,,02-Mar-2018,20$000,4+,2.4/5,rehandas19@yahoo.in,+91-1747412790,2500,,1+,YES ,,Bachelors,"Mar 08, 2023",resigned
EMP3328,Lily *Sharma,statistics,operations_dept,40 yr,Female,Married,Hyderabad,02/05/2016,25$000,3,42%,lilysharma93@outlook.com,702-284-7329,2500,,7+,NO,Tom Goel,Diploma,31/05/2025,Resigned
EMP3832,Dhruv Iyer,MACHINELEARNING**,support,32 years,Male,Married,Kolkata,25.07.2019,15^000,1+,1.6,dhruviyer26@outlook.con,,$5000,86.8%, 3,N,Manya Kapoor,Ph.D.,2025-12-01,Active
